Iso3_code;Country;Region;Subregion;Category;Year;Unit of measurement;VALUE
CHL;Chile;Americas;Latin America and the Caribbean;Corruption: Bribery;2014;Counts;23
COL;Colombia;Americas;Latin America and the Caribbean;Corruption: Bribery;2014;Counts;2187
CRI;Costa Rica;Americas;Latin America and the Caribbean;Corruption: Bribery;2014;Counts;8
CYP;Cyprus;Asia;Western Asia;Corruption: Bribery;2014;Counts;10
CZE;Czechia;Europe;Eastern Europe;Corruption: Bribery;2014;Counts;185
DEU;Germany;Europe;Western Europe;Corruption: Bribery;2014;Counts;20263
DMA;Dominica;Americas;Latin America and the Caribbean;Corruption: Bribery;2014;Counts;0
DNK;Denmark;Europe;Northern Europe;Corruption: Bribery;2014;Counts;9
FIN;Finland;Europe;Northern Europe;Corruption: Bribery;2014;Counts;22
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Corruption: Bribery;2014;Counts;0
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Corruption: Bribery;2014;Counts;2
GRD;Grenada;Americas;Latin America and the Caribbean;Corruption: Bribery;2014;Counts;0
GTM;Guatemala;Americas;Latin America and the Caribbean;Corruption: Bribery;2014;Counts;587
HND;Honduras;Americas;Latin America and the Caribbean;Corruption: Bribery;2014;Counts;1
HUN;Hungary;Europe;Eastern Europe;Corruption: Bribery;2014;Counts;112
ITA;Italy;Europe;Southern Europe;Corruption: Bribery;2014;Counts;488
KEN;Kenya;Africa;Sub-Saharan Africa;Corruption: Bribery;2014;Counts;88
LBN;Lebanon;Asia;Western Asia;Corruption: Bribery;2014;Counts;1
LTU;Lithuania;Europe;Northern Europe;Corruption: Bribery;2014;Counts;134
LUX;Luxembourg;Europe;Western Europe;Corruption: Bribery;2014;Counts;2
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Corruption: Bribery;2014;Counts;6
MCO;Monaco;Europe;Western Europe;Corruption: Bribery;2014;Counts;5
MDV;Maldives;Asia;Southern Asia;Corruption: Bribery;2014;Counts;6
MKD;North Macedonia;Europe;Southern Europe;Corruption: Bribery;2014;Counts;24
MMR;Myanmar;Asia;South-eastern Asia;Corruption: Bribery;2014;Counts;2
NZL;New Zealand;Oceania;Australia and New Zealand;Corruption: Bribery;2014;Counts;0
OMN;Oman;Asia;Western Asia;Corruption: Bribery;2014;Counts;36
POL;Poland;Europe;Eastern Europe;Corruption: Bribery;2014;Counts;5516
PRT;Portugal;Europe;Southern Europe;Corruption: Bribery;2014;Counts;82
RUS;Russian Federation;Europe;Eastern Europe;Corruption: Bribery;2014;Counts;13912
SRB;Serbia;Europe;Southern Europe;Corruption: Bribery;2014;Counts;147
SVK;Slovakia;Europe;Eastern Europe;Corruption: Bribery;2014;Counts;105
SVN;Slovenia;Europe;Southern Europe;Corruption: Bribery;2014;Counts;63
SWE;Sweden;Europe;Northern Europe;Corruption: Bribery;2014;Counts;108
TUR;Türkiye;Asia;Western Asia;Corruption: Bribery;2014;Counts;2927
UZB;Uzbekistan;Asia;Central Asia;Corruption: Bribery;2014;Counts;2338
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Corruption: Bribery;2014;Counts;56
ALB;Albania;Europe;Southern Europe;Corruption: Bribery;2015;Counts;214
ARM;Armenia;Asia;Western Asia;Corruption: Bribery;2015;Counts;97
AUT;Austria;Europe;Western Europe;Corruption: Bribery;2015;Counts;14
BEL;Belgium;Europe;Western Europe;Corruption: Bribery;2015;Counts;90
BGR;Bulgaria;Europe;Eastern Europe;Corruption: Bribery;2015;Counts;84
BHS;Bahamas;Americas;Latin America and the Caribbean;Corruption: Bribery;2015;Counts;3
BLR;Belarus;Europe;Eastern Europe;Corruption: Bribery;2015;Counts;1112
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Corruption: Bribery;2015;Counts;1
